City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,arteche,12.2645,125.4048,300.74,76,69,5.35,PH,1691339786
334,amet,25.3,73.9333,298.77,75,81,4.79,IN,1691339786
335,lascahobas,18.8294,-71.9364,306.95,34,0,2.0,HT,1691339786
336,tazovsky,67.4667,78.7,289.0,65,3,2.64,RU,1691339786
337,jabor,5.921,169.6434,301.19,77,85,3.38,MH,1691339787
338,kirakira,-10.4544,161.9205,297.78,90,100,2.99,SB,1691339787
339,nagqu,31.5,92.0,277.28,81,65,2.15,CN,1691339787
340,bayanhongor,46.7167,100.1167,283.08,70,13,2.12,MN,1691339787
341,levuka,50.1834,-105.4011,291.05,32,0,3.59,CA,1691339787
342,jiayuguan,39.8167,98.3,299.35,19,12,1.95,CN,1691339594
343,hirara,24.8,125.2833,301.07,89,96,7.2,JP,1691339788
344,natal,-5.795,-35.2094,303.51,65,40,9.77,BR,1691339623
345,ciudad bolivar,8.1222,-63.5497,307.62,44,23,2.68,VE,1691339489
346,mahenge,-8.6833,36.7167,292.32,62,67,1.32,TZ,1691339788
347,puerto baquerizo moreno,-0.9,-89.6,299.7,69,40,7.2,EC,1691339788
348,khasab,26.1799,56.2477,309.17,52,5,1.79,OM,1691339788
349,altai,46.3722,96.2583,288.78,47,14,1.1,MN,1691339789
350,mossel bay,-34.1831,22.146,287.11,88,0,0.87,ZA,1691339789
351,houlton,46.1262,-67.8403,295.77,53,100,5.66,US,1691339789
352,kirkuk,35.4681,44.3922,310.31,15,0,4.27,IQ,1691339674
353,ola,59.5833,151.2833,284.9,64,77,3.8,RU,1691339789
354,sur,22.5667,59.5289,305.05,57,74,5.05,OM,1691339789
355,springs,-26.25,28.4,288.38,49,0,1.7,ZA,1691339744
356,shakawe,-18.3667,21.85,292.18,24,1,2.63,BW,1691339790
357,miandrivazo,-19.5167,45.4667,297.52,44,5,2.82,MG,1691339790
358,boguchany,58.3814,97.4531,285.63,76,87,1.24,RU,1691339790
359,dili,-8.5586,125.5736,296.38,70,22,3.44,TL,1691339790
360,tibanbang,6.6315,126.1055,300.84,79,54,4.37,PH,1691339790
361,sao vicente,-23.9631,-46.3919,306.08,69,1,2.68,BR,1691339791
362,sinop,41.7711,34.8709,296.77,68,0,0.73,TR,1691339791
363,nova vicosa,-17.8919,-39.3719,298.79,54,28,4.48,BR,1691339702
